gene_symbol	chr
MORC1-AS1	3
MORC2	22
MORC2-AS1	22
MORC3	21
MORC4	X
MORF4L1	15
MORF4L2	X
MORF4L2-AS1	X
MORN1	1
MORN2	2
MORN3	12
MORN4	10
MORN5	9
MOS	8
MOSPD1	X
MOSPD2	X
MOSPD3	7
MOV10	1
MOV10L1	22
MOXD1	6
MOXD2P	7
MPC1	6
MPC1L	X
MPC2	1
MPDU1	17
MPDZ	9
MPEG1	11
MPG	16
MPHOSPH10	2
MPHOSPH6	16
MPHOSPH8	13
MPHOSPH9	12
MPI	15
MPIG6B	HSCHR6_MHC_QBL_CTG1
MPL	1
MPLKIP	7
MPND	19
MPO	17
MPP1	X
MPP2	17
MPP3	17
MPP4	2
MPP7	10
MPPE1	18
MPPED1	22
MPPED2	11
MPRIP	17
MPST	22
MPV17	2
MPV17L	16
MPV17L2	19
MPZ	1
MPZL1	1
MPZL2	11
MPZL3	11
MR1	1
MRAP	21
MRAP2	6
MRAS	3
MRC1	10
MRC2	17
MRE11	11
MREG	2
MRFAP1	4
MRFAP1L1	4
MRGBP	20
MRGPRD	11
MRGPRE	11
MRGPRF	11
MRGPRF-AS1	11
MRGPRG	11
MRGPRG-AS1	11
MRGPRX1	11
MRGPRX2	11
MRGPRX3	11
MRGPRX4	11
MRI1	19
MRLN	10
MRM1	17
MRM2	7
MRM3	17
MRNIP	5
MRO	18
MROH1	8
MROH2A	2
MROH2B	5
MROH3P	1
MROH5	HSCHR8_5_CTG7
MROH6	HSCHR8_3_CTG7
MROH7	1
MROH7-TTC4	1
MROH8	20
MROH9	1
MRPL1	4
MRPL10	17
MRPL11	11
MRPL12	17
MRPL13	8
MRPL14	6
MRPL15	8
MRPL16	11
MRPL17	11
MRPL18	6
MRPL19	2
MRPL2	6
MRPL20	1
MRPL21	11
MRPL22	5
MRPL23	11
MRPL23-AS1	11
MRPL24	1
MRPL27	17
MRPL28	16
MRPL3	3
MRPL30	2
MRPL32	7
MRPL33	2
MRPL34	19
MRPL35	2
MRPL36	5
MRPL37	1
MRPL38	17
MRPL39	21
MRPL4	19
MRPL40	22
MRPL41	9
MRPL42	12
MRPL43	10
MRPL44	2
MRPL45	17
MRPL45P2	17
MRPL46	15
MRPL47	3
MRPL48	11
MRPL49	11
MRPL50	9
MRPL51	12
MRPL52	14
MRPL53	2
MRPL54	19
MRPL55	1
MRPL57	13
MRPL58	17
MRPL9	1
MRPS10	6
MRPS11	15
MRPS12	19
MRPS14	1
MRPS15	1
MRPS16	10
MRPS17	7
MRPS18A	6
MRPS18B	6
MRPS18C	4
MRPS2	9
MRPS21	1
MRPS22	3
MRPS23	17
MRPS24	7
MRPS25	3
MRPS26	20
MRPS27	5
MRPS28	8
MRPS30	5
MRPS31	13
MRPS31P5	13
MRPS33	7
MRPS34	16
MRPS35	12
MRPS5	2
MRPS6	21
MRPS7	17
MRPS9	2
MRRF	9
MRS2	6
MRS2P2	12
MRTO4	1
MS4A1	11
MS4A10	11
MS4A12	11
MS4A13	11
MS4A14	11
MS4A15	11
MS4A18	11
MS4A2	11
MS4A3	11
MS4A4A	11
MS4A4E	11
MS4A5	11
MS4A6A	11
MS4A6E	11
MS4A7	11
MS4A8	11
MSANTD1	4
MSANTD2	11
MSANTD3	9
MSANTD3-TMEFF1	9
MSANTD4	11
MSC	8
MSC-AS1	8
MSGN1	2
MSH2	2
MSH3	5
MSH4	1
MSH5	HSCHR6_MHC_QBL_CTG1
MSH5-SAPCD1	HSCHR6_MHC_SSTO_CTG1
MSH6	2
MSI1	12
MSI2	17
MSL1	17
MSL2	3
MSL3	X
MSLN	16
MSMB	10
MSMO1	4
MSMP	9
MSN	X
MSR1	8
MSRA	8
MSRB1	16
MSRB2	10
MSRB3	12
MSS51	10
MST1	3
MST1L	1
MST1P2	1
MST1R	3
MSTN	2
MSTO1	1
MSTO2P	1
MSX1	4
MSX2	5
MSX2P1	17
MT-ATP6	MT
MT-ATP8	MT
MT-ND1	MT
MT-ND2	MT
MT-ND3	MT
MT-ND4	MT
MT-ND4L	MT
MT-ND5	MT
MT-ND6	MT
MT1A	16
MT1B	16
MT1DP	16
MT1E	16
MT1F	16
MT1G	16
MT1H	16
MT1HL1	1
MT1IP	16
MT1JP	16
MT1L	16
MT1M	16
MT1X	16
MT2A	16
MT3	16
MT4	16
MTA1	14
MTA2	11
MTA3	2
MTAP	9
MTBP	8
MTCH1	6
MTCH2	11
MTCL1	18
MTCP1	X
MTDH	8
MTERF1	7
MTERF2	12
MTERF3	8
MTERF4	2
MTF1	1
MTF2	1
MTFMT	15
MTFP1	22
MTFR1	8
MTFR1L	1
MTFR2	6
MTG1	10
MTG2	20
MTHFD1	14
MTHFD1L	6
MTHFD2	2
MTHFD2L	4
MTHFD2P1	3
MTHFR	1
MTHFS	15
MTHFSD	16
MTIF2	2
MTIF3	13
MTM1	X
MTMR1	X
MTMR10	15
MTMR11	1
MTMR12	5
MTMR14	3
MTMR2	11
MTMR3	22
MTMR4	17
MTMR6	13
MTMR7	8
MTMR8	X
MTMR9	8
MTMR9LP	1
MTNR1A	4
MTNR1B	11
MTO1	6
MTOR	1
MTOR-AS1	1
MTPAP	10
MTPN	7
MTR	1
MTRF1	13
MTRF1L	6
MTRR	5
MTSS1	8
MTTP	4
MTURN	7
MTUS1	8
MTUS2	13
MTUS2-AS1	13
MTX1	1
MTX2	2
MTX3	5
MUC1	1
MUC12	7
MUC13	3
MUC15	11
MUC16	19
MUC17	7
MUC19	12
MUC2	11
MUC20	3
MUC21	HSCHR6_MHC_QBL_CTG1
MUC22	HSCHR6_MHC_QBL_CTG1
MUC3A	7
MUC4	3
MUC5AC	11
MUC5B	11
MUC6	11
MUC7	4
MUCL1	12
MUL1	1
MUS81	11
MUSK	9
MUSTN1	3
MUTYH	1
MVB12A	19
MVB12B	9
MVD	16
MVK	12
MVP	16
MX1	21
MX2	21
MXD1	2
MXD3	5
MXD4	4
MXI1	10
MXRA5	X
MXRA7	17
MXRA8	1
MYADM	19
MYADML	2
MYADML2	17
MYB	6
MYBBP1A	17
MYBL1	8
MYBL2	20
MYBPC1	12
MYBPC2	19
MYBPC3	11
MYBPH	1
MYBPHL	1
MYC	8
MYCBP	1
MYCBP2	13
MYCBP2-AS1	13
MYCBPAP	17
MYCL	1
MYCN	2
MYCNOS	2
MYCNUT	2
MYCT1	6
MYD88	3
MYDGF	19
MYEF2	15
MYEOV	11
MYF5	12
MYF6	12
MYH1	17
MYH10	17
MYH11	16
MYH13	17
MYH14	19
MYH15	3
MYH16	7
MYH2	17
MYH3	17
MYH4	17
MYH6	14
MYH7	14
MYH7B	20
MYH8	17
MYH9	22
MYHAS	17
MYL1	2
MYL10	7
MYL12A	18
MYL12B	18
MYL2	12
MYL3	3
MYL4	17
MYL5	4
MYL6	12
MYL6B	12
MYL7	7
MYL9	20
MYLIP	6
MYLK	3
MYLK-AS2	3
MYLK2	20
MYLK3	16
MYLK4	6
MYMK	9
MYMX	6
MYNN	3
MYO10	5
MYO15A	17
MYO15B	17
MYO16	13
MYO16-AS1	13
MYO18A	17
MYO18B	22
MYO19	17
MYO1A	12
MYO1B	2
MYO1C	17
MYO1D	17
MYO1E	15
MYO1F	19
MYO1G	7
MYO1H	12
MYO3A	10
MYO3B	2
MYO5A	15
MYO5B	18
MYO5C	15
MYO6	6
MYO7A	11
MYO7B	2
MYO9A	15
MYO9B	19
MYOC	1
MYOCD	17
MYOD1	11
MYOF	10
MYOG	1
MYOM1	18
MYOM2	8
MYOM3	1
MYOSLID	2
MYOT	5
MYOZ1	10
MYOZ2	4
MYOZ3	5
MYPN	10
MYPOP	19
MYRF	11
MYRFL	12
MYRIP	3
MYSM1	1
MYT1	20
MYT1L	2
MYT1L-AS1	2
MYZAP	15
MZB1	5
MZF1	19
MZF1-AS1	19
MZT1	13
MZT2A	2
MZT2B	2
N4BP1	16
N4BP2	4
N4BP2L1	13
N4BP2L2	13
N4BP2L2-IT2	13
N4BP3	5
NAA10	X
NAA11	4
NAA15	4
NAA16	13
NAA20	20
NAA25	12
NAA30	14
NAA35	9
NAA38	17
NAA40	11
NAA50	3
NAA60	16
NAAA	4
NAALAD2	11
NAALADL1	11
NAALADL2	3
NAALADL2-AS1	3
NAALADL2-AS2	3
NAALADL2-AS3	3
NAB1	2
NAB2	12
NABP1	2
NABP2	12
NACA	12
NACA2	17
NACAD	7
NACC1	19
NACC2	9
NADK	1
NADK2	5
NADSYN1	11
NAE1	16
NAF1	4
NAGA	22
NAGK	2
NAGLU	17
NAGPA	16
NAGS	17
NAIF1	9
NAIP	5
NALCN	13
NALCN-AS1	13
NALT1	9
NAMA	9
NAMPT	7
NANOG	12
NANOGNB	12
NANOS1	10
NANOS2	19
NANOS3	HG109_PATCH
NANP	20
NANS	9
NAP1L1	12
NAP1L2	X
NAP1L3	X
NAP1L4	11
NAP1L5	4
NAPA	19
NAPA-AS1	19
NAPB	20
NAPEPLD	7
NAPG	18
NAPRT	8
NAPSA	19
NAPSB	19
NARF	17
NARS2	11
NASP	1
NAT1	8
NAT10	11
NAT14	19
NAT16	7
NAT2	8
NAT8	2
NAT8B	2
NAT8L	4
NAT9	17
NATD1	17
NAV1	1
NAV2	11
NAV2-AS2	11
NAV2-AS4	11
NAV2-AS5	11
NAV3	12
NAXD	13
NAXE	1
NBAS	2
NBAT1	6
NBDY	X
NBEA	13
NBEAL1	2
NBEAL2	3
NBEAP1	15
NBL1	1
NBN	8
NBPF1	1
NBPF10	1
NBPF11	1
NBPF12	1
NBPF13P	1
NBPF14	1
NBPF15	1
NBPF18P	1
NBPF19	1
NBPF20	1
NBPF22P	5
NBPF25P	1
NBPF26	1
NBPF3	1
NBPF4	1
NBPF6	1
NBPF8	1
NBPF9	1
NBR1	17
NBR2	17
NCALD	8
NCAM1	11
NCAM1-AS1	11
NCAM2	21
NCAN	19
NCAPD2	12
NCAPD3	11
NCAPG	4
NCAPG2	7
NCAPH	2
NCAPH2	22
NCBP1	9
NCBP2	3
NCBP2-AS1	3
NCBP2L	X
NCBP3	17
NCCRP1	19
NCDN	1
NCEH1	3
NCF1	7
NCF1B	7
NCF1C	7
NCF2	1
NCF4	HSCHR22_1_CTG5
NCF4-AS1	HSCHR22_1_CTG5
NCK1	3
NCK2	2
NCKAP1	2
NCKAP1L	12
NCKAP5	2
NCKAP5L	12
NCKIPSD	3
NCLN	19
NCMAP	1
NCOA1	2
NCOA2	8
NCOA3	20
NCOA4	10
NCOA5	20
NCOA6	20
NCOA7	6
NCOA7-AS1	6
NCOR1	17
NCOR1P1	20
NCOR2	12
NCR1	19
NCR2	6
NCR3	6
NCR3LG1	11
NCS1	9
NCSTN	1
NDC1	1
NDC80	18
NDE1	16
NDEL1	17
NDFIP1	5
NDFIP2	13
NDFIP2-AS1	13
NDN	15
NDNF	4
NDOR1	9
NDP	X
NDP-AS1	X
NDRG1	8
NDRG2	14
NDRG3	20
NDRG4	16
NDST1	5
NDST1-AS1	5
NDST2	10
NDST3	4
NDST4	4
NDUFA1	X
NDUFA10	2
NDUFA11	19
NDUFA12	12
NDUFA13	19
NDUFA2	5
NDUFA3	19
NDUFA5	7
NDUFA6	HSCHR22_4_CTG1
NDUFA7	19
NDUFA8	9
NDUFA9	12
NDUFAB1	16
NDUFAF1	15
NDUFAF2	5
NDUFAF3	3
NDUFAF4	6
NDUFAF4P1	15
NDUFAF5	20
NDUFAF6	8
NDUFAF7	2
NDUFAF8	17
NDUFB1	14
NDUFB10	16
NDUFB11	X
NDUFB2	7
NDUFB2-AS1	7
NDUFB3	2
NDUFB4	3
NDUFB5	3
NDUFB6	9
NDUFB7	19
NDUFB8	10
NDUFB9	8
NDUFC1	4
NDUFC2	11
NDUFC2-KCTD14	11
NDUFS1	2
NDUFS2	1
NDUFS3	11
NDUFS4	5
NDUFS5	1
NDUFS6	5
NDUFS7	19
NDUFS8	11
NDUFV1	11
NDUFV2	18
NDUFV2-AS1	18
NDUFV3	21
NEAT1	11
NEB	2
NEBL	10
NEBL-AS1	10
NECAB1	8
NECAB2	16
NECAB3	20
NECAP1	12
NECAP2	1
NECTIN1	11
NECTIN2	19
NECTIN3	3
NECTIN3-AS1	3
NECTIN4	1
NEDD1	12
NEDD4	15
NEDD4L	18
NEDD8	14
NEDD8-MDP1	14
NEDD9	6
NEFH	22
NEFL	8
NEFM	8
NEGR1	1
NEGR1-IT1	1
NEIL1	15
NEIL2	8
NEIL3	4
NEK1	4
NEK10	3
NEK11	3
NEK2	1
NEK3	13
NEK4	3
NEK5	13
NEK6	9
NEK7	1
NEK8	17
NEK9	14
NELFA	4
NELFB	9
NELFCD	20
NELFE	6
NELL1	11
NELL2	12
NEMF	14
NEMP1	12
NEMP2	2
NENF	1
NEO1	15
NES	1
NET1	10
NETO1	18
NETO2	16
NEU1	6
NEU2	2
NEU3	11
NEU4	2
NEURL1	10
NEURL1-AS1	10
NEURL1B	5
NEURL2	20
NEURL3	2
NEURL4	17
NEUROD1	2
NEUROD2	17
NEUROD4	12
NEUROD6	7
NEUROG1	5
NEUROG2	4
NEUROG3	10
NEXMIF	X
NEXN	1
NEXN-AS1	1
NF1	17
NF1P2	HSCHR15_1_CTG1
NF2	22
NFAM1	22
NFASC	1
NFAT5	16
NFATC1	18
NFATC2	20
NFATC2IP	16
NFATC3	16
NFATC4	14
NFE2	12
NFE2L1	17
NFE2L2	2
NFE2L3	7
NFE4	7
NFIA	1
NFIA-AS1	1
NFIA-AS2	1
NFIB	9
NFIC	19
NFIL3	9
NFIX	19
NFKB1	4
NFKB2	10
NFKBIA	14
NFKBIB	19
NFKBID	19
NFKBIE	6
NFKBIL1	HSCHR6_MHC_MANN_CTG1
NFKBIZ	3
NFRKB	11
NFS1	20
NFU1	2
NFX1	9
NFXL1	4
NFYA	6
NFYB	12
NFYC	1
NFYC-AS1	1
NGB	14
NGDN	14
NGEF	2
NGF	1
NGFR	17
NGLY1	3
NGRN	15
NHEG1	6
NHEJ1	2
NHLH1	1
NHLH2	1
NHLRC1	6
NHLRC2	10
NHLRC3	13
NHLRC4	16
NHP2	5
NHS	X
NHS-AS1	X
NHSL1	6
NHSL2	X
NICN1	3
NID1	1
NID2	14
NIF3L1	2
NIFK	2
NIFK-AS1	2
NIM1K	5
NIN	14
NINJ1	9
NINJ2	12
NINL	20
NIP7	16
NIPA1	15
NIPA2	15
NIPAL1	4
NIPAL2	8
NIPAL3	1
NIPAL4	5
NIPBL	5
NIPSNAP1	22
NIPSNAP2	7
NIPSNAP3A	9
NIPSNAP3B	9
NISCH	3
NIT1	1
NIT2	3
NKAIN1	1
NKAIN2	6
NKAIN3	8
NKAIN4	20
NKAP	X
NKAPL	6
NKAPP1	X
NKD1	16
NKD2	5
NKG7	19
NKILA	20
NKIRAS1	3
NKIRAS2	17
NKPD1	19
NKRF	X
NKTR	3
NKX1-1	4
NKX1-2	10
NKX2-1	14
NKX2-1-AS1	14
NKX2-2	20
NKX2-3	10
NKX2-4	20
NKX2-5	5
NKX2-6	8
NKX2-8	14
NKX3-1	8
NKX3-2	4
NKX6-1	4
NKX6-2	10
NKX6-3	8
NLE1	17
NLGN1	3
NLGN1-AS1	3
NLGN2	17
NLGN3	X
NLGN4X	X
NLGN4Y	Y
NLGN4Y-AS1	Y
NLK	17
NLN	5
NLRC3	16
NLRC4	2
NLRC5	16
NLRP1	17
NLRP10	11
NLRP11	19
NLRP12	19
NLRP13	19
NLRP14	11
NLRP2	19
NLRP2B	X
NLRP3	1
NLRP4	19
NLRP5	19
NLRP6	11
NLRP7	19
NLRP8	19
NLRP9	19
NLRX1	11
NMB	15
NMBR	6
NMD3	3
NME1	17
NME1-NME2	17
NME2	17
NME3	16
NME4	16
NME5	5
NME6	3
NME7	1
NME8	7
NME9	3
NMI	2
NMNAT1	1
NMNAT2	1
NMNAT3	3
NMRAL1	16
NMRAL2P	3
NMRK1	9
NMRK2	19
NMS	2
NMT1	17
NMT2	10
NMU	4
NMUR1	2
NMUR2	5
NNAT	20
NNMT	11
NNT	5
NNT-AS1	5
NOA1	4
NOB1	16
NOBOX	7
NOC2L	1
NOC2LP2	2
NOC3L	10
NOC4L	12
NOCT	4
NOD1	7
NOD2	16
NODAL	10
NOG	17
NOL10	2
NOL11	17
NOL12	22
NOL3	16
NOL4	18
NOL4L	20
NOL6	9
NOL7	6
NOL8	9
NOL9	1
NOLC1	10
NOM1	7
NOMO1	16
NOMO2	16
NOMO3	16
NONO	X
NOP10	15
NOP14	4
NOP14-AS1	4
NOP16	5
NOP2	12
NOP53	19
NOP53-AS1	19
NOP56	20
NOP58	2
NOP9	14
NORAD	20
NOS1	12
NOS1AP	1
NOS2	17
NOS2P3	17
NOS3	7
NOSIP	19
NOSTRIN	2
NOTCH1	9
NOTCH2	1
NOTCH3	19
NOTCH4	HSCHR6_MHC_QBL_CTG1
NOTO	2
NOTUM	17
NOVA1	14
NOVA2	19
NOX1	X
NOX3	6
NOX4	11
NOX5	15
NOXA1	9
NOXO1	16
NOXRED1	14
NPAP1	15
NPAS1	19
NPAS2	2
NPAS3	14
NPAS4	11
NPAT	11
NPB	17
NPBWR1	8
NPBWR2	HSCHR20_1_CTG3
NPC1	18
NPC1L1	7
NPC2	14
NPDC1	9
NPEPL1	20
NPEPPS	17
NPFF	12
NPFFR1	10
NPFFR2	4
NPHP1	2
NPHP3	3
NPHP3-ACAD11	3
NPHP3-AS1	3
NPHP4	1
NPHS1	19
NPHS2	1
NPIPA1	16
NPIPA2	16
NPIPA3	16
NPIPA5	16
NPIPA7	16
NPIPA8	16
NPIPB11	16
NPIPB13	16
NPIPB15	16
NPIPB3	16
NPIPB4	16
NPIPB5	16
NPIPB6	16
NPIPB8	16
NPIPB9	16
NPL	1
NPLOC4	17
NPM1	5
NPM2	8
NPM3	10
NPNT	4
NPPA	1
NPPB	1
NPPC	2
NPR1	1
NPR2	9
NPR3	5
NPRL2	3
NPRL3	16
NPS	10
NPSR1	7
NPSR1-AS1	7
NPTN	15
NPTN-IT1	15
NPTX1	17
NPTX2	7
NPTXR	22
NPVF	7
NPW	16
NPY	7
NPY1R	4
NPY2R	4
NPY4R	10
NPY4R2	10
NPY5R	4
NPY6R	5
NQO1	16
NQO2	6
NR0B1	X
NR0B2	1
NR1D1	17
NR1D2	3
NR1H2	19
NR1H3	11
NR1H4	12
NR1I2	3
NR1I3	1
NR2C1	12
NR2C2	3
NR2C2AP	19
NR2E1	6
NR2E3	15
NR2F1	5
NR2F1-AS1	5
NR2F2	15
NR2F2-AS1	15
NR2F6	19
NR3C1	5
NR3C2	4
NR4A1	12
NR4A2	2
NR4A3	9
NR5A1	9
NR5A2	1
NR6A1	9
NRADDP	3
NRAP	10
NRARP	9
NRAS	1
NRAV	12
NRBF2	10
NRBP1	2
NRBP2	8
NRCAM	7
NRDC	1
NRDE2	14
NREP	5
NREP-AS1	5
NRF1	7
NRG1	8
NRG1-IT1	8
NRG1-IT3	8
NRG2	5
NRG3	10
NRG3-AS1	10
NRG4	15
NRGN	11
NRIP1	21
NRIP2	12
NRIP3	11
NRIR	2
NRK	X
NRL	14
NRM	6
NRN1	6
NRN1L	16
NRON	9
NRP1	10
NRP2	2
NRROS	3
NRSN1	6
NRSN2	20
NRSN2-AS1	20
NRTN	19
NRXN1	2
NRXN2	11
NRXN3	14
NSA2	5
NSD1	5
NSD2	4
NSD3	8
NSDHL	X
NSF	17
NSFL1C	20
NSG1	4
NSL1	1
NSMAF	8
NSMCE1	16
NSMCE2	8
NSMCE3	15
NSMCE4A	10
NSMF	9
NSRP1	17
NSUN2	5
NSUN3	3
NSUN4	1
NSUN5	7
NSUN5P1	7
NSUN5P2	7
NSUN6	10
NSUN7	4
NT5C	17
NT5C1A	1
NT5C1B	2
NT5C1B-RDH14	2
NT5C2	10
NT5C3A	7
NT5C3B	17
NT5DC1	6
NT5DC2	3
NT5DC3	12
NT5DC4	2
NT5E	6
NT5M	17
NTAN1	16
NTF3	12
NTF4	19
NTHL1	16
NTM	11
NTM-AS1	11
NTM-IT	11
NTMT1	9
NTN1	17
NTN3	16
NTN4	12
NTN5	19
NTNG1	1
NTNG2	9
NTPCR	1
NTRK1	1
NTRK2	9
NTRK3	15
NTRK3-AS1	15
NTS	12
NTSR1	20
NTSR2	2
NUAK1	12
NUAK2	1
NUB1	7
NUBP1	16
NUBP2	16
NUBPL	14
NUCB1	19
NUCB1-AS1	19
NUCB2	11
NUCKS1	1
NUDC	1
NUDCD1	8
NUDCD2	5
NUDCD3	7
NUDT1	7
NUDT10	X
NUDT11	X
NUDT12	5
NUDT13	10
NUDT14	14
NUDT15	13
NUDT16	3
NUDT16L1	16
NUDT17	1
NUDT18	8
NUDT19	19
NUDT2	9
NUDT21	16
NUDT22	11
NUDT3	6
NUDT4	12
NUDT4P2	1
NUDT5	10
NUDT6	4
NUDT7	16
NUDT8	11
NUDT9	4
NUDT9P1	10
NUF2	1
NUFIP1	13
NUFIP2	17
NUGGC	8
NUMA1	11
NUMB	14
NUMBL	19
NUP107	12
NUP133	1
NUP153	6
NUP155	5
NUP160	11
NUP188	9
NUP205	7
NUP210	3
NUP210L	1
NUP210P1	3
NUP214	9
NUP35	2
NUP37	12
NUP43	6
NUP50	22
NUP54	4
NUP58	13
NUP62	19
NUP62CL	X
NUP85	17
NUP88	17
NUP93	16
NUP98	11
NUPR1	16
NUPR2	7
NUS1	6
NUSAP1	15
NUTF2	16
NUTM1	15
NUTM2A	10
NUTM2A-AS1	10
NUTM2B	10
NUTM2B-AS1	10
NUTM2D	10
NUTM2F	9
NUTM2G	9
NVL	1
NWD1	19
NWD2	4
NXF1	11
NXF2	X
NXF2B	X
NXF3	X
NXF4	X
NXF5	X
NXN	17
NXNL1	19
NXNL2	9
NXPE1	11
NXPE2	11
NXPE3	3
NXPE4	11
NXPH1	7
NXPH2	2
NXPH3	17
NXPH4	12
NXT1	20
NXT2	X
NYAP1	7
NYAP2	2
NYNRIN	14
NYX	X
OACYLP	18
OAF	11
OARD1	6
OAS1	12
OAS2	12
OAS3	12
OASL	12
OAT	10
OAZ1	19
OAZ2	15
OAZ3	1
OBP2A	9
OBP2B	9
OBSCN	1
OBSCN-AS1	1
OBSL1	2
OC90	8
OCA2	15
OCEL1	19
OCIAD1	4
OCIAD1-AS1	4
OCIAD2	4
OCLN	5
OCM	7
OCM2	7
OCRL	X
OCSTAMP	20
ODAM	4
ODC1	2
ODF1	8
ODF2	9
ODF2L	1
ODF4	17
OFD1	X
OGDH	7
OGDHL	10
OGFOD1	16
OGFOD2	12
OGFOD3	17
OGFR	20
OGFR-AS1	20
OGFRL1	6
OGFRP1	22
OGG1	3
OGN	9
OGT	X
OIP5	15
OIP5-AS1	15
OIT3	10
OLA1	2
OLAH	10
OLFM1	9
OLFM2	19
OLFM3	1
OLFM4	13
OLFM5P	11
OLFML1	11
OLFML2A	9
OLFML2B	1
OLFML3	1
OLIG1	21
OLIG2	21
OLIG3	6
OLMALINC	10
OLR1	12
OMA1	1
OMD	9
OMG	17
OMP	11
ONECUT1	15
ONECUT2	18
ONECUT3	19
OOEP	6
OOSP1	11
OOSP2	11
OPA1	3
OPA1-AS1	3
OPA3	19
OPALIN	10
OPCML	11
OPHN1	X
OPLAH	8
OPN1LW	X
OPN1MW	X
OPN1MW2	X
OPN1MW3	X
OPN1SW	7
OPN3	1
OPN4	10
OPN5	6
OPRD1	1
OPRK1	8
OPRL1	20
OPRM1	6
OPRPN	4
OPTC	1
OPTN	10
OR10A2	11
OR10A3	11
OR10A4	11
OR10A5	11
OR10A6	11
OR10A7	12
OR10AC1	7
OR10AD1	12
OR10AG1	11
OR10C1	HSCHR6_MHC_QBL_CTG1
OR10G2	14
OR10G3	14
OR10G4	11
OR10G7	11
OR10G8	11
OR10G9	11
OR10H1	19
OR10H2	19
OR10H3	19
OR10H4	19
OR10H5	19
OR10J1	1
OR10J3	1
OR10J4	1
OR10J5	1
OR10K1	1
OR10K2	1
OR10P1	12
OR10Q1	11
OR10R2	1
OR10S1	11
OR10T2	1
OR10V1	11
OR10V2P	11
OR10W1	11
OR10X1	1
OR10Z1	1
OR11A1	HSCHR6_MHC_QBL_CTG1
OR11G2	14
OR11H1	22
OR11H12	14
OR11H2	14
OR11H4	14
OR11H6	14
OR11H7	14
OR11L1	1
OR12D1	HSCHR6_MHC_QBL_CTG1
OR12D2	HSCHR6_MHC_MANN_CTG1
OR12D3	HSCHR6_MHC_MANN_CTG1
OR13A1	10
OR13C2	9
OR13C3	9
OR13C4	9
OR13C5	9
OR13C8	9
OR13C9	9
OR13D1	9
OR13F1	9
OR13G1	1
OR13H1	X
OR13J1	9
OR14A16	1
OR14C36	1
OR14I1	1
OR14J1	HSCHR6_MHC_MCF_CTG1
OR1A1	17
OR1A2	17
OR1B1	9
OR1C1	1
OR1D2	17
OR1D4	17
OR1D5	17
OR1E1	17
OR1E2	17
OR1E3	17
OR1F1	16
OR1F2P	16
OR1G1	17
OR1I1	19
OR1J1	9
OR1J2	9
OR1J4	9
OR1K1	9
OR1L1	9
OR1L3	9
OR1L4	9
OR1L6	9
OR1L8	9
OR1M1	19
OR1N1	9
OR1N2	9
OR1Q1	9
OR1S1	11
OR1S2	11
OR2A1	7
OR2A1-AS1	7
OR2A12	7
OR2A14	7
OR2A2	7
OR2A20P	7
OR2A25	7
OR2A4	6
OR2A42	7
OR2A5	7
OR2A7	7
OR2A9P	7
OR2AE1	7
OR2AG1	11
OR2AG2	11
OR2AK2	1
OR2AP1	12
OR2AT4	11
OR2B11	1
OR2B2	6
OR2B3	HSCHR6_MHC_QBL_CTG1
OR2B6	6
OR2C1	16
OR2C3	1
OR2D2	11
OR2D3	11
OR2F1	7
OR2F2	7
OR2G2	1
OR2G3	1
OR2G6	1
OR2H1	HSCHR6_MHC_QBL_CTG1
OR2H2	HSCHR6_MHC_QBL_CTG1
OR2J1	HSCHR6_MHC_MANN_CTG1
OR2J2	HSCHR6_MHC_QBL_CTG1
OR2J3	HSCHR6_MHC_QBL_CTG1
OR2K2	9
OR2L13	1
OR2L1P	1
OR2L2	1
OR2L3	1
OR2L5	1
OR2L8	1
OR2M1P	1
OR2M2	1
OR2M3	1
OR2M4	1
OR2M5	1
OR2M7	1
OR2S2	9
OR2T1	1
OR2T10	1
OR2T11	1
OR2T12	1
OR2T2	1
OR2T27	1
OR2T29	1
OR2T3	1
OR2T33	1
OR2T34	1
OR2T35	1
OR2T4	1
OR2T5	1
OR2T6	1
OR2T8	1
OR2V1	5
OR2V2	5
OR2W1	HSCHR6_MHC_QBL_CTG1
OR2W3	1
OR2W5	1
OR2Y1	5
OR2Z1	19
OR3A1	17
OR3A2	17
OR3A3	17
OR3A4P	17
OR4A15	11
OR4A16	11
OR4A47	11
OR4A5	11
OR4B1	11
OR4C11	11
OR4C12	11
OR4C13	11
OR4C15	11
OR4C16	11
OR4C3	11
OR4C45	11
OR4C46	11
OR4C5	11
OR4C6	11
OR4D1	17
OR4D10	11
OR4D11	11
OR4D2	17
OR4D5	11
OR4D6	11
OR4D9	11
OR4E1	14
OR4E2	14
OR4F13P	15
OR4F15	15
OR4F16	1
OR4F17	19
OR4F21	8
OR4F29	1
OR4F3	5
OR4F4	15
OR4F5	1
OR4F6	15
OR4K1	14
OR4K13	14
OR4K14	14
OR4K15	14
OR4K17	14
OR4K2	14
OR4K3	14
OR4K5	14
OR4L1	14
OR4M1	14
OR4M2	15
OR4N2	14
OR4N3P	15
OR4N4	15
OR4N5	14
OR4P4	11
OR4Q2	HG2526_HG2573_PATCH
OR4Q3	14
OR4S1	11
OR4S2	11
OR4X1	11
OR4X2	11
OR51A2	11
OR51A4	11
OR51A7	11
OR51B2	11
OR51B4	11
OR51B5	11
OR51B6	11
OR51D1	11
OR51E1	11
OR51E2	11
OR51F1	11
OR51F2	11
